Name,AgeinMonths,Observation,Video,SessionID,BoutID,Initiator,floor,infant,Distance,PercentWalk
A,11,A_11,A_11_2,15,1,infant,0,1,0.834608283,0
A,11,A_11,A_11_2,15,2,infant,0,1,0.562312261,0
A,11,A_11,A_11_2,16,3,parent,0,0,0.725666196,0
A,11,A_11,A_11_2,17,4,parent,2,2,0.321610901,0
A,11,A_11,A_11_2,18,5,parent,0,0,1.128267072,0
A,11,A_11,A_11_2,18,6,parent,0,0,1.214823495,0
A,11,A_11,A_11_2,20,8,parent,0,0,0.47097821,0
A,11,A_11,A_11_2,21,9,parent,0,0,0.247602032,0
A,11,A_11,A_11_2,22,10,parent,0,0,0.43664196,0
A,11,A_11,A_11_2,23,11,infant,0,1,0.281301342,0
A,11,A_11,A_11_2,24,14,infant,0,1,0.441095736,0
A,11,A_11,A_11_2,24,15,infant,0,1,0.299124923,0
A,11,A_11,A_11_2,24,16,parent,0,1,0.522023341,0
A,11,A_11,A_11_2,24,17,infant,0,0,0.444203109,0
A,11,A_11,A_11_2,24,18,parent,0,0,0.338173174,0
A,11,A_11,A_11_2,25,22,parent,0,0,0.317407464,0
A,11,A_11,A_11_2,25,23,parent,1,1,0.701421997,0
A,11,A_11,A_11_2,26,24,parent,0,1,0.261142264,0
A,11,A_11,A_11_2,27,25,parent,0,0,0.504078838,0
A,11.5,A_11.5,A_11.5_1,1,1,parent,0,1,0.294582387,0
A,11.5,A_11.5,A_11.5_1,1,2,infant,0,2,0.33325946,0
A,11.5,A_11.5,A_11.5_1,1,3,parent,1,2,0.444611595,0
A,11.5,A_11.5,A_11.5_1,1,4,infant,0,2,0.465893839,0
A,11.5,A_11.5,A_11.5_1,1,5,parent,0,2,0.371220815,0
A,11.5,A_11.5,A_11.5_1,2,6,parent,0,1,0.339486954,0
A,11.5,A_11.5,A_11.5_1,2,7,infant,0,2,0.288535762,0
A,11.5,A_11.5,A_11.5_1,2,8,parent,0,2,0.222826344,0
A,11.5,A_11.5,A_11.5_1,3,9,infant,0,0,0.225228119,0
A,11.5,A_11.5,A_11.5_1,3,10,parent,0,2,0.271514925,0
A,11.5,A_11.5,A_11.5_1,3,11,parent,0,0,0.194452617,0
A,11.5,A_11.5,A_11.5_1,4,13,infant,0,1,0.281980993,0
A,11.5,A_11.5,A_11.5_1,4,14,parent,1,1,0.341923998,0
A,11.5,A_11.5,A_11.5_1,4,16,infant,0,0,0.267799131,0
A,11.5,A_11.5,A_11.5_1,5,17,parent,0,2,0.330310161,0
A,11.5,A_11.5,A_11.5_1,5,18,infant,0,2,0.44575737,0
A,11.5,A_11.5,A_11.5_1,5,19,parent,0,2,0.463118215,0
A,11.5,A_11.5,A_11.5_1,6,20,parent,0,0,0.626734057,0
A,11.5,A_11.5,A_11.5_1,7,21,infant,1,2,0.442470076,0
A,11.5,A_11.5,A_11.5_1,8,22,parent,8,1,0.315538125,0
A,11.5,A_11.5,A_11.5_1,8,23,infant,1,1,0.222370901,0
A,11.5,A_11.5,A_11.5_1,8,24,parent,0,0,0.12600356,0
A,11.5,A_11.5,A_11.5_1,8,25,infant,0,0,0.294398182,0
A,11.5,A_11.5,A_11.5_1,8,26,parent,0,0,0.235874339,0
A,11.5,A_11.5,A_11.5_1,9,32,parent,0,1,0.350845585,0
A,11.5,A_11.5,A_11.5_1,10,33,parent,0,2,0.377574191,0
A,11.5,A_11.5,A_11.5_1,10,34,parent,0,0,0.539203249,0
A,11.5,A_11.5,A_11.5_1,11,35,infant,0,1,0.397231121,0
A,11.5,A_11.5,A_11.5_1,11,36,infant,0,0,0.535491427,0
A,11.5,A_11.5,A_11.5_1,12,37,parent,1,1,0.469933363,0
A,11.5,A_11.5,A_11.5_1,12,39,parent,0,0,0.861390343,0
A,11.5,A_11.5,A_11.5_1,12,40,infant,2,0,0.482336056,0
A,11.5,A_11.5,A_11.5_1,12,41,infant,2,0,0.330355692,0
A,11.5,A_11.5,A_11.5_1,12,42,infant,1,1,0.706928888,0
A,11.5,A_11.5,A_11.5_1,12,44,infant,0,1,0.624039382,0
A,11.5,A_11.5,A_11.5_1,12,46,parent,1,1,0.659795378,0
A,11.5,A_11.5,A_11.5_1,12,48,infant,0,1,0.795365846,0
A,11.5,A_11.5,A_11.5_1,12,49,parent,1,1,0.626034063,0
A,11.5,A_11.5,A_11.5_1,12,50,infant,1,1,0.603833201,0
A,11.5,A_11.5,A_11.5_1,12,51,parent,1,1,0.571581617,0
A,11.5,A_11.5,A_11.5_1,12,52,parent,1,1,0.607186203,0
A,11.5,A_11.5,A_11.5_1,12,53,parent,1,1,0.603283794,0
A,11.5,A_11.5,A_11.5_1,12,54,parent,0,1,1.138663964,0
A,11.5,A_11.5,A_11.5_1,12,55,parent,0,1,1.272932814,0
A,11.5,A_11.5,A_11.5_1,12,56,infant,0,1,1.220305409,0
A,11.5,A_11.5,A_11.5_1,12,57,parent,0,1,0.188426939,0
A,11.5,A_11.5,A_11.5_2,13,1,parent,0,1,0.829729335,0
A,11.5,A_11.5,A_11.5_2,14,2,parent,0,1,0.62060038,0
A,11.5,A_11.5,A_11.5_2,15,3,infant,0,0,0.89060914,0
A,11.5,A_11.5,A_11.5_2,16,4,infant,0,1,0.566598954,0
A,11.5,A_11.5,A_11.5_2,17,5,infant,0,0,0.55317113,0
A,11.5,A_11.5,A_11.5_2,17,6,infant,0,1,0.583314803,0
A,11.5,A_11.5,A_11.5_2,17,8,parent,0,0,0.472587561,0
A,11.5,A_11.5,A_11.5_2,17,11,infant,0,1,0.304062496,0
A,11.5,A_11.5,A_11.5_2,18,12,infant,1,1,0.589093336,0
A,11.5,A_11.5,A_11.5_2,19,13,parent,0,1,0.369839013,0
A,11.5,A_11.5,A_11.5_2,20,15,infant,0,1,0.628459127,0
A,11.5,A_11.5,A_11.5_2,20,16,parent,1,1,0.944747165,0
A,11.5,A_11.5,A_11.5_2,21,17,infant,4,0,1.962664183,0
A,11.5,A_11.5,A_11.5_2,21,18,infant,4,0,1.962492544,0
A,11.5,A_11.5,A_11.5_2,21,19,parent,8,0,1.9551447,0
A,11.5,A_11.5,A_11.5_2,21,20,parent,6,1,2.284445865,0
A,11.5,A_11.5,A_11.5_2,21,21,infant,7,1,1.894114916,0
A,11.5,A_11.5,A_11.5_2,21,22,infant,7,1,1.958594311,0
A,11.5,A_11.5,A_11.5_2,21,23,infant,6,1,1.888285895,0
A,11.5,A_11.5,A_11.5_2,21,24,parent,7,0,1.830566214,0
A,11.5,A_11.5,A_11.5_2,21,25,infant,5,1,1.829248856,0
A,11.5,A_11.5,A_11.5_2,21,26,infant,7,0,2.109009693,0
A,11.5,A_11.5,A_11.5_2,21,27,infant,0,0,1.495496399,0
A,11.5,A_11.5,A_11.5_2,21,28,parent,0,1,0.578559234,0
A,11.5,A_11.5,A_11.5_2,22,29,parent,0,2,0.323251918,0
A,12,A_12,A_12_1,1,1,parent,8,1,0.556222227,0
A,12,A_12,A_12_1,2,2,parent,0,0,0.326168485,0
A,12,A_12,A_12_1,3,3,infant,0,1,0.595062434,0
A,12,A_12,A_12_1,4,4,infant,0,0,0.436344259,0
A,12,A_12,A_12_1,4,6,parent,0,1,0.559880346,0
A,12,A_12,A_12_1,4,7,parent,0,0,0.172271146,0
A,12,A_12,A_12_1,5,9,infant,0,0,0.336905417,0
A,12,A_12,A_12_1,6,10,parent,0,0,0.262626647,0
A,12,A_12,A_12_1,6,11,parent,0,0,0.304768504,0
A,12,A_12,A_12_1,6,12,infant,1,1,0.939174167,0
A,12,A_12,A_12_1,7,14,parent,0,0,0.238737661,0
A,12,A_12,A_12_1,8,15,parent,0,0,0.392818877,0
A,12,A_12,A_12_1,9,16,parent,0,0,0.643711342,0
A,12,A_12,A_12_1,10,17,parent,1,0,0.62786965,0
A,12,A_12,A_12_1,11,19,infant,0,0,0.947920274,0
A,12,A_12,A_12_1,12,21,infant,0,0,1.01961402,0
A,12,A_12,A_12_1,13,22,infant,0,0,0.434222584,0
A,12,A_12,A_12_1,14,23,parent,0,1,0.320352502,0
A,12,A_12,A_12_1,15,24,infant,0,1,0.332524907,0
A,12,A_12,A_12_1,15,25,infant,0,1,0.457303427,0
A,12,A_12,A_12_1,17,27,parent,0,0,0.290638143,0
A,12,A_12,A_12_1,17,28,parent,0,1,0.383689322,0
A,12,A_12,A_12_1,17,29,infant,0,1,0.256333992,0
A,12,A_12,A_12_1,17,30,parent,0,1,0.566791509,0
A,12,A_12,A_12_1,18,31,parent,0,1,0.356686921,0
A,12,A_12,A_12_1,18,32,parent,0,1,0.308415854,0
A,12,A_12,A_12_1,18,34,parent,0,1,0.333841226,0
A,12,A_12,A_12_1,18,35,parent,0,1,0.443421769,0
A,12,A_12,A_12_1,18,36,parent,0,1,0.422072084,0
A,12,A_12,A_12_2,20,2,parent,0,0,0.276948702,0
A,12,A_12,A_12_2,21,4,infant,0,1,0.869786375,0
A,12,A_12,A_12_2,22,5,parent,0,1,0.506474508,0
A,12,A_12,A_12_2,22,6,parent,0,1,0.635873282,0
A,12,A_12,A_12_2,22,7,parent,0,1,0.725103226,0
A,12,A_12,A_12_2,22,8,parent,0,0,0.329295829,0
A,12,A_12,A_12_2,23,10,parent,0,1,0.501547291,0
A,12,A_12,A_12_2,23,11,infant,0,1,0.554856135,0
A,12,A_12,A_12_2,24,12,parent,0,0,0.505160206,0
A,12,A_12,A_12_2,25,13,parent,0,0,0.582918111,0
A,12,A_12,A_12_2,26,14,parent,0,0,0.520500572,0
A,12,A_12,A_12_2,26,15,parent,0,0,0.498252348,0
A,12,A_12,A_12_2,26,17,parent,0,0,0.453360674,0
A,12,A_12,A_12_2,26,18,parent,0,0,0.512810473,0
A,12,A_12,A_12_2,26,21,infant,0,1,0.337572564,0
A,12,A_12,A_12_2,26,22,parent,0,2,0.562042941,0
A,12,A_12,A_12_2,26,23,parent,0,1,0.52210371,0
A,12,A_12,A_12_2,26,24,infant,0,1,0.503128127,0
A,12,A_12,A_12_2,26,25,parent,0,1,0.617376997,0
A,12,A_12,A_12_2,26,27,parent,0,1,0.506152132,0
A,12,A_12,A_12_2,26,28,infant,0,1,0.718594748,0
A,12,A_12,A_12_2,26,29,infant,0,1,0.93950707,0
A,12,A_12,A_12_2,26,32,infant,0,0,0.262998639,0
A,12,A_12,A_12_2,26,33,parent,0,1,0.492770208,0
A,12,A_12,A_12_2,26,34,parent,0,1,0.530290079,0
A,12,A_12,A_12_2,26,35,parent,0,1,0.398498851,0
A,12,A_12,A_12_2,26,36,infant,0,1,0.618600271,0
A,12,A_12,A_12_2,27,37,parent,0,1,0.864264429,0
A,12,A_12,A_12_2,27,38,parent,0,1,0.533407618,0
A,12,A_12,A_12_2,27,39,infant,0,1,0.548706315,0
A,12,A_12,A_12_2,27,40,parent,0,1,0.391024411,0
A,12,A_12,A_12_2,27,42,parent,0,1,0.498956152,0
A,12,A_12,A_12_2,27,44,infant,0,1,0.389924769,0
A,12,A_12,A_12_2,27,46,infant,0,2,0.345454518,0
A,12,A_12,A_12_2,27,48,parent,0,1,0.383484287,0
A,12,A_12,A_12_2,27,49,infant,0,1,0.715632448,0
A,12,A_12,A_12_2,27,50,infant,2,1,0.468816882,0
A,12,A_12,A_12_2,27,51,parent,0,1,0.553792044,0
A,12,A_12,A_12_2,27,52,infant,0,0,0.361595556,0
A,12,A_12,A_12_2,27,53,infant,0,0,0.179307922,0
A,12,A_12,A_12_2,27,54,parent,0,1,0.222473228,0
A,12,A_12,A_12_2,27,55,infant,0,1,0.443975349,0
A,12,A_12,A_12_2,27,56,parent,0,0,0.326938802,0
A,12,A_12,A_12_2,28,57,parent,0,1,0.782097402,0
A,12,A_12,A_12_2,28,58,parent,0,1,0.802676307,0
A,12,A_12,A_12_2,28,59,infant,0,1,0.933128284,0
A,12,A_12,A_12_2,28,60,parent,0,1,0.823342935,0
A,12,A_12,A_12_2,28,62,infant,0,0,0.875729161,0
A,12,A_12,A_12_2,28,63,infant,0,0,0.810930831,0
A,12,A_12,A_12_2,28,64,parent,0,1,0.833917763,0
A,12,A_12,A_12_2,28,65,parent,0,0,1.044400247,0
A,12,A_12,A_12_2,28,66,infant,0,1,0.936387718,0
A,12,A_12,A_12_2,28,68,parent,0,1,0.952372126,0
A,12,A_12,A_12_2,28,69,infant,0,1,0.786171339,0
A,12,A_12,A_12_2,28,70,infant,0,0,1.061836256,0
A,12,A_12,A_12_2,28,72,parent,0,1,0.955635311,0
A,12,A_12,A_12_2,28,73,parent,0,1,0.592210024,0
A,12,A_12,A_12_2,28,75,parent,0,1,0.551732449,0
A,12,A_12,A_12_2,28,76,parent,0,1,0.33622676,0
A,12,A_12,A_12_2,28,77,parent,0,1,0.390148774,0
A,12,A_12,A_12_2,28,78,parent,0,1,0.159212167,0
A,12,A_12,A_12_2,28,81,infant,0,1,0.397341604,0
A,12,A_12,A_12_2,28,83,parent,0,0,0.20741056,0
A,12,A_12,A_12_2,29,85,parent,0,1,0.573706355,0
A,12,A_12,A_12_2,29,86,infant,0,0,1.025387752,0
A,12,A_12,A_12_2,29,87,parent,0,1,0.627006105,0
A,12,A_12,A_12_2,29,88,infant,0,1,0.478688068,0
A,12.5,A_12.5,A_12.5_1,1,2,parent,0,0,0.36211619,0
A,12.5,A_12.5,A_12.5_1,1,3,infant,0,0,0.275295338,0
A,12.5,A_12.5,A_12.5_1,1,4,parent,0,0,1.024722457,0
A,12.5,A_12.5,A_12.5_1,1,5,parent,0,0,0.51179067,0
A,12.5,A_12.5,A_12.5_1,1,6,infant,0,0,0.593637899,0
A,12.5,A_12.5,A_12.5_1,1,7,parent,0,0,0.317111532,0
A,12.5,A_12.5,A_12.5_1,2,9,parent,0,1,0.548112369,0
A,12.5,A_12.5,A_12.5_1,4,11,infant,2,2,0.767173722,0
A,12.5,A_12.5,A_12.5_1,4,12,parent,0,2,0.43625467,0
A,12.5,A_12.5,A_12.5_1,4,13,parent,1,2,0.395115163,0
A,12.5,A_12.5,A_12.5_1,4,14,infant,0,2,0.373810007,0
A,12.5,A_12.5,A_12.5_1,4,15,parent,1,2,0.323892312,0
A,12.5,A_12.5,A_12.5_1,4,16,parent,2,2,0.357043906,0
A,12.5,A_12.5,A_12.5_1,4,17,infant,1,2,0.420599345,0
A,12.5,A_12.5,A_12.5_1,5,19,parent,2,2,0.631325499,0
A,12.5,A_12.5,A_12.5_1,6,20,parent,2,2,0.522226595,0
A,12.5,A_12.5,A_12.5_1,6,21,infant,2,2,0.627552294,0
A,12.5,A_12.5,A_12.5_1,6,22,parent,2,2,0.769145692,0
A,12.5,A_12.5,A_12.5_1,6,23,infant,2,2,0.74619737,0
A,12.5,A_12.5,A_12.5_1,6,24,parent,2,2,0.695006712,0
A,12.5,A_12.5,A_12.5_1,7,25,infant,4,0,0.424833453,0
A,12.5,A_12.5,A_12.5_1,8,26,parent,11,1,0.571919716,0
A,12.5,A_12.5,A_12.5_1,8,27,parent,1,2,0.7459953,0
A,12.5,A_12.5,A_12.5_1,9,28,infant,2,2,0.460149106,0
A,12.5,A_12.5,A_12.5_1,10,29,parent,9,2,0.529968857,0
A,12.5,A_12.5,A_12.5_1,10,30,parent,2,1,0.65448611,0
A,12.5,A_12.5,A_12.5_1,10,32,parent,3,1,0.402370656,0
A,12.5,A_12.5,A_12.5_1,11,33,infant,1,1,0.412843848,0
A,12.5,A_12.5,A_12.5_1,12,35,infant,0,2,0.564438685,0
A,12.5,A_12.5,A_12.5_1,13,36,parent,4,1,0.585289684,0
A,12.5,A_12.5,A_12.5_1,14,37,infant,0,1,0.51582136,0
A,12.5,A_12.5,A_12.5_1,14,38,parent,0,2,0.335067013,0
A,12.5,A_12.5,A_12.5_1,15,39,parent,0,0,0.457715372,0
A,12.5,A_12.5,A_12.5_1,15,40,parent,0,1,0.543479901,0
A,12.5,A_12.5,A_12.5_1,15,41,infant,0,1,0.592673088,0
A,12.5,A_12.5,A_12.5_1,15,42,infant,2,2,0.446563716,0
A,12.5,A_12.5,A_12.5_1,16,43,infant,0,1,0.595897607,0
A,12.5,A_12.5,A_12.5_1,17,45,parent,0,2,0.392831329,0
A,12.5,A_12.5,A_12.5_1,17,46,infant,0,1,0.280165598,0
A,12.5,A_12.5,A_12.5_1,17,47,parent,0,1,0.362777997,0
A,12.5,A_12.5,A_12.5_1,18,49,parent,0,1,0.262939754,0
A,12.5,A_12.5,A_12.5_1,18,50,parent,0,2,0.24150471,0
A,12.5,A_12.5,A_12.5_1,18,51,infant,0,2,0.336906734,0
A,12.5,A_12.5,A_12.5_1,19,52,infant,0,2,0.199679351,0
A,12.5,A_12.5,A_12.5_1,19,53,infant,0,2,0.207314063,0
A,12.5,A_12.5,A_12.5_1,19,54,parent,0,1,0.228924378,0
A,12.5,A_12.5,A_12.5_2,20,1,parent,0,2,0.167023288,0
A,12.5,A_12.5,A_12.5_2,20,2,parent,0,2,0.188852414,0
A,12.5,A_12.5,A_12.5_2,20,4,parent,0,2,0.167775337,0
A,12.5,A_12.5,A_12.5_2,20,5,infant,0,2,0.550820306,0
A,12.5,A_12.5,A_12.5_2,20,6,parent,0,2,0.397628085,0
A,12.5,A_12.5,A_12.5_2,21,7,parent,0,1,0.241620816,0
A,12.5,A_12.5,A_12.5_2,21,8,parent,0,2,0.508417636,0
A,12.5,A_12.5,A_12.5_2,22,9,parent,0,2,0.538164202,0
A,12.5,A_12.5,A_12.5_2,22,10,parent,0,1,0.17445332,0
A,12.5,A_12.5,A_12.5_2,23,11,parent,0,2,0.301055665,0
A,12.5,A_12.5,A_12.5_2,23,12,parent,0,2,0.321456167,0
A,12.5,A_12.5,A_12.5_2,23,13,parent,0,2,0.347248108,0
A,12.5,A_12.5,A_12.5_2,24,14,parent,0,0,0.403642336,0
A,12.5,A_12.5,A_12.5_2,25,15,parent,0,0,0.302336059,0
A,12.5,A_12.5,A_12.5_2,25,17,infant,0,1,0.455074223,0
A,12.5,A_12.5,A_12.5_2,26,18,parent,0,1,0.222228119,0
A,12.5,A_12.5,A_12.5_2,26,19,parent,0,1,0.322698811,0
A,12.5,A_12.5,A_12.5_2,26,20,parent,0,1,0.40319012,0
A,12.5,A_12.5,A_12.5_2,27,21,parent,0,2,0.311842574,0
A,12.5,A_12.5,A_12.5_2,27,22,infant,0,1,0.299855183,0
A,12.5,A_12.5,A_12.5_2,27,23,parent,0,1,0.305524303,0
A,12.5,A_12.5,A_12.5_2,27,24,infant,0,1,0.411930283,0
A,12.5,A_12.5,A_12.5_2,28,26,parent,0,1,0.3080118,0
A,12.5,A_12.5,A_12.5_2,28,27,infant,0,1,0.268800771,0
A,12.5,A_12.5,A_12.5_2,28,28,parent,0,1,0.238145412,0
A,12.5,A_12.5,A_12.5_2,28,29,infant,0,1,0.235009003,0
A,12.5,A_12.5,A_12.5_2,28,30,infant,0,1,0.297006546,0
A,12.5,A_12.5,A_12.5_2,28,31,infant,0,1,0.292204761,0
A,12.5,A_12.5,A_12.5_2,29,33,infant,0,0,0.318615842,0
A,12.5,A_12.5,A_12.5_2,30,38,parent,0,2,0.271879852,0
A,12.5,A_12.5,A_12.5_2,31,39,parent,0,1,0.291145388,0
A,12.5,A_12.5,A_12.5_2,32,40,parent,0,0,0.35752364,0
A,12.5,A_12.5,A_12.5_2,33,41,parent,0,0,0.53248637,0
